LOCATION,SUBJECT,MEASURE,TIME,Value
NGA,SHEEP,KG_CAP,2010,2.52808943
NGA,SHEEP,KG_CAP,2011,1.192887591
NGA,SHEEP,KG_CAP,2012,1.778407564
NGA,SHEEP,KG_CAP,2013,2.403473927
NGA,SHEEP,KG_CAP,2014,2.384998669
NGA,SHEEP,KG_CAP,2015,2.352115202
NGA,SHEEP,KG_CAP,2016,2.296623369
NGA,SHEEP,KG_CAP,2017,2.306752901
NGA,SHEEP,KG_CAP,2018,2.316099029
NGA,SHEEP,KG_CAP,2019,2.325481938
NGA,SHEEP,KG_CAP,2020,2.333356475
NGA,SHEEP,KG_CAP,2021,2.339074099
NGA,SHEEP,KG_CAP,2022,2.34325097
NGA,SHEEP,KG_CAP,2023,2.346828132
NGA,SHEEP,KG_CAP,2024,2.349604555
NGA,SHEEP,KG_CAP,2025,2.351249342
NGA,SHEEP,KG_CAP,2026,2.351279563
PAK,BEEF,KG_CAP,1990,4.338911252
PAK,BEEF,KG_CAP,1991,4.403693607
PAK,BEEF,KG_CAP,1992,4.503760733
PAK,BEEF,KG_CAP,1993,4.611441057
PAK,BEEF,KG_CAP,1994,4.724629538
PAK,BEEF,KG_CAP,1995,4.836062064
PAK,BEEF,KG_CAP,1996,3.992914744
PAK,BEEF,KG_CAP,1997,4.492971399
PAK,BEEF,KG_CAP,1998,4.485898734
PAK,BEEF,KG_CAP,1999,4.490295922
PAK,BEEF,KG_CAP,2000,4.480996776
PAK,BEEF,KG_CAP,2001,4.469073502
PAK,BEEF,KG_CAP,2002,4.507470944
PAK,BEEF,KG_CAP,2003,4.525589649
PAK,BEEF,KG_CAP,2004,4.551202156
PAK,BEEF,KG_CAP,2005,4.582789448
PAK,BEEF,KG_CAP,2006,5.836158615
PAK,BEEF,KG_CAP,2007,5.879787819
PAK,BEEF,KG_CAP,2008,5.90568875
PAK,BEEF,KG_CAP,2009,5.960810464
PAK,BEEF,KG_CAP,2010,6.026678284
PAK,BEEF,KG_CAP,2011,6.110451653
PAK,BEEF,KG_CAP,2012,6.171633766
PAK,BEEF,KG_CAP,2013,6.204445931
PAK,BEEF,KG_CAP,2014,6.241748935
PAK,BEEF,KG_CAP,2015,6.283979446
PAK,BEEF,KG_CAP,2016,6.338340425
PAK,BEEF,KG_CAP,2017,6.339437706
PAK,BEEF,KG_CAP,2018,6.346274026
PAK,BEEF,KG_CAP,2019,6.342455453
PAK,BEEF,KG_CAP,2020,6.342184734
PAK,BEEF,KG_CAP,2021,6.346383935
PAK,BEEF,KG_CAP,2022,6.361609158
PAK,BEEF,KG_CAP,2023,6.379685
PAK,BEEF,KG_CAP,2024,6.398175848
PAK,BEEF,KG_CAP,2025,6.41828897
PAK,BEEF,KG_CAP,2026,6.445484182
PAK,PIG,KG_CAP,1990,6.52E-07
PAK,PIG,KG_CAP,1991,6.35E-07
PAK,PIG,KG_CAP,1992,6.18E-07
PAK,PIG,KG_CAP,1993,6.02E-07
PAK,PIG,KG_CAP,1994,5.87E-07
PAK,PIG,KG_CAP,1995,5.73E-07
PAK,PIG,KG_CAP,1996,5.58E-07
PAK,PIG,KG_CAP,1997,5.45E-07
PAK,PIG,KG_CAP,1998,5.32E-07
PAK,PIG,KG_CAP,1999,5.19E-07
PAK,PIG,KG_CAP,2000,5.08E-07
PAK,PIG,KG_CAP,2001,4.97E-07
PAK,PIG,KG_CAP,2002,4.87E-07
PAK,PIG,KG_CAP,2003,4.77E-07
PAK,PIG,KG_CAP,2004,4.67E-07
PAK,PIG,KG_CAP,2005,4.58E-07
PAK,PIG,KG_CAP,2006,4.48E-07
PAK,PIG,KG_CAP,2007,4.39E-07
PAK,PIG,KG_CAP,2008,4.30E-07
PAK,PIG,KG_CAP,2009,4.22E-07
PAK,PIG,KG_CAP,2010,4.13E-07
PAK,PIG,KG_CAP,2011,4.04E-07
PAK,PIG,KG_CAP,2012,3.96E-07
PAK,PIG,KG_CAP,2013,3.87E-07
PAK,PIG,KG_CAP,2014,3.79E-07
PAK,PIG,KG_CAP,2015,3.72E-07
PAK,PIG,KG_CAP,2016,3.64E-07
PAK,PIG,KG_CAP,2017,3.57E-06
PAK,PIG,KG_CAP,2018,3.50E-06
PAK,PIG,KG_CAP,2019,3.43E-06
PAK,PIG,KG_CAP,2020,3.37E-06
PAK,PIG,KG_CAP,2021,3.31E-06
PAK,PIG,KG_CAP,2022,3.25E-06
PAK,PIG,KG_CAP,2023,3.19E-06
PAK,PIG,KG_CAP,2024,3.14E-06
PAK,PIG,KG_CAP,2025,3.09E-06
PAK,PIG,KG_CAP,2026,3.04E-06
PAK,POULTRY,KG_CAP,1990,1.316635139
PAK,POULTRY,KG_CAP,1991,1.232889589
PAK,POULTRY,KG_CAP,1992,1.339950232
PAK,POULTRY,KG_CAP,1993,2.030543763
PAK,POULTRY,KG_CAP,1994,2.208005307
PAK,POULTRY,KG_CAP,1995,2.246660372
PAK,POULTRY,KG_CAP,1996,2.520333515
PAK,POULTRY,KG_CAP,1997,2.677311131
PAK,POULTRY,KG_CAP,1998,1.926467015
PAK,POULTRY,KG_CAP,1999,2.050931009
PAK,POULTRY,KG_CAP,2000,2.081439277
PAK,POULTRY,KG_CAP,2001,2.142663811
PAK,POULTRY,KG_CAP,2002,2.195858519
PAK,POULTRY,KG_CAP,2003,2.258991808
PAK,POULTRY,KG_CAP,2004,2.248782325
PAK,POULTRY,KG_CAP,2005,2.2379245
PAK,POULTRY,KG_CAP,2006,2.91226551
PAK,POULTRY,KG_CAP,2007,3.078970858
PAK,POULTRY,KG_CAP,2008,3.264315501
PAK,POULTRY,KG_CAP,2009,3.498418037
PAK,POULTRY,KG_CAP,2010,3.684695107
PAK,POULTRY,KG_CAP,2011,3.911794605
PAK,POULTRY,KG_CAP,2012,4.171997367
PAK,POULTRY,KG_CAP,2013,4.414748611
PAK,POULTRY,KG_CAP,2014,4.432236196
PAK,POULTRY,KG_CAP,2015,4.434355307
PAK,POULTRY,KG_CAP,2016,4.367449495
PAK,POULTRY,KG_CAP,2017,4.36643008
PAK,POULTRY,KG_CAP,2018,4.484240837
PAK,POULTRY,KG_CAP,2019,4.440225505
PAK,POULTRY,KG_CAP,2020,4.469276867
PAK,POULTRY,KG_CAP,2021,4.500229416
PAK,POULTRY,KG_CAP,2022,4.541055757
PAK,POULTRY,KG_CAP,2023,4.585588446
PAK,POULTRY,KG_CAP,2024,4.63108683
PAK,POULTRY,KG_CAP,2025,4.679321174
PAK,POULTRY,KG_CAP,2026,4.727590765
PAK,SHEEP,KG_CAP,1990,3.958083274
PAK,SHEEP,KG_CAP,1991,4.128191593
PAK,SHEEP,KG_CAP,1992,4.306429649
PAK,SHEEP,KG_CAP,1993,4.491351446
PAK,SHEEP,KG_CAP,1994,4.688331269
PAK,SHEEP,KG_CAP,1995,4.902456979
PAK,SHEEP,KG_CAP,1996,3.03840207
PAK,SHEEP,KG_CAP,1997,2.964165895
PAK,SHEEP,KG_CAP,1998,2.966359244
PAK,SHEEP,KG_CAP,1999,2.962455903
PAK,SHEEP,KG_CAP,2000,2.953479586
PAK,SHEEP,KG_CAP,2001,2.983534784
PAK,SHEEP,KG_CAP,2002,2.994907036
PAK,SHEEP,KG_CAP,2003,2.994060571
PAK,SHEEP,KG_CAP,2004,3.004232638
PAK,SHEEP,KG_CAP,2005,3.024067209
PAK,SHEEP,KG_CAP,2006,2.209498736
PAK,SHEEP,KG_CAP,2007,2.208707181
PAK,SHEEP,KG_CAP,2008,2.212180753
PAK,SHEEP,KG_CAP,2009,2.198401667
PAK,SHEEP,KG_CAP,2010,2.18390637
PAK,SHEEP,KG_CAP,2011,2.163648052
PAK,SHEEP,KG_CAP,2012,2.152968915
PAK,SHEEP,KG_CAP,2013,2.175805696
PAK,SHEEP,KG_CAP,2014,2.149539443
PAK,SHEEP,KG_CAP,2015,2.119360993
PAK,SHEEP,KG_CAP,2016,2.085605454
PAK,SHEEP,KG_CAP,2017,2.08277931
PAK,SHEEP,KG_CAP,2018,2.086690466
PAK,SHEEP,KG_CAP,2019,2.090622168
PAK,SHEEP,KG_CAP,2020,2.095285458
PAK,SHEEP,KG_CAP,2021,2.099530163
PAK,SHEEP,KG_CAP,2022,2.105287612
PAK,SHEEP,KG_CAP,2023,2.112933481
PAK,SHEEP,KG_CAP,2024,2.121803436
PAK,SHEEP,KG_CAP,2025,2.132108718
PAK,SHEEP,KG_CAP,2026,2.143597104
PRY,BEEF,KG_CAP,1990,14.28659576
PRY,BEEF,KG_CAP,1991,28.49609104
PRY,BEEF,KG_CAP,1992,31.74109016
PRY,BEEF,KG_CAP,1993,29.74526079
PRY,BEEF,KG_CAP,1994,29.04614273
PRY,BEEF,KG_CAP,1995,29.99464381
PRY,BEEF,KG_CAP,1996,28.59964399
PRY,BEEF,KG_CAP,1997,27.82936942
PRY,BEEF,KG_CAP,1998,26.54583824
PRY,BEEF,KG_CAP,1999,30.30629768
PRY,BEEF,KG_CAP,2000,24.949554
PRY,BEEF,KG_CAP,2001,22.52789631
PRY,BEEF,KG_CAP,2002,27.44794059
PRY,BEEF,KG_CAP,2003,22.71774891
PRY,BEEF,KG_CAP,2004,13.3771876
PRY,BEEF,KG_CAP,2005,8.696418308
PRY,BEEF,KG_CAP,2006,21.29938125
PRY,BEEF,KG_CAP,2007,23.58300817
PRY,BEEF,KG_CAP,2008,28.36055936
PRY,BEEF,KG_CAP,2009,31.52818688
PRY,BEEF,KG_CAP,2010,25.9264252
PRY,BEEF,KG_CAP,2011,22.24425463
PRY,BEEF,KG_CAP,2012,25.23843265
PRY,BEEF,KG_CAP,2013,22.8437286
PRY,BEEF,KG_CAP,2014,22.75460434
PRY,BEEF,KG_CAP,2015,25.30455844
PRY,BEEF,KG_CAP,2016,24.66756614
PRY,BEEF,KG_CAP,2017,25.52175875
PRY,BEEF,KG_CAP,2018,25.43783063
PRY,BEEF,KG_CAP,2019,25.49589608
PRY,BEEF,KG_CAP,2020,25.72578989
PRY,BEEF,KG_CAP,2021,26.09223542
PRY,BEEF,KG_CAP,2022,26.54017412
PRY,BEEF,KG_CAP,2023,26.86753357
PRY,BEEF,KG_CAP,2024,27.26149212
PRY,BEEF,KG_CAP,2025,27.57642709
PRY,BEEF,KG_CAP,2026,27.87977174
PRY,PIG,KG_CAP,1990,21.84282846
PRY,PIG,KG_CAP,1991,21.83004117
PRY,PIG,KG_CAP,1992,22.17138835
PRY,PIG,KG_CAP,1993,21.81025562
PRY,PIG,KG_CAP,1994,21.46533598
PRY,PIG,KG_CAP,1995,21.29871767
PRY,PIG,KG_CAP,1996,18.57642346
PRY,PIG,KG_CAP,1997,18.48062887
PRY,PIG,KG_CAP,1998,18.39149118
PRY,PIG,KG_CAP,1999,18.16068687
PRY,PIG,KG_CAP,2000,16.76881589
PRY,PIG,KG_CAP,2001,17.02354332
PRY,PIG,KG_CAP,2002,12.7436867
PRY,PIG,KG_CAP,2003,21.28050357
PRY,PIG,KG_CAP,2004,20.10259935
PRY,PIG,KG_CAP,2005,20.3226992
PRY,PIG,KG_CAP,2006,20.55143809
PRY,PIG,KG_CAP,2007,19.34912909
PRY,PIG,KG_CAP,2008,18.57410044
PRY,PIG,KG_CAP,2009,18.32943039
PRY,PIG,KG_CAP,2010,20.222613
PRY,PIG,KG_CAP,2011,20.57275778
PRY,PIG,KG_CAP,2012,20.78643583
PRY,PIG,KG_CAP,2013,21.23213836
PRY,PIG,KG_CAP,2014,21.18879454
PRY,PIG,KG_CAP,2015,20.91241008
PRY,PIG,KG_CAP,2016,20.8759886
PRY,PIG,KG_CAP,2017,20.59969032
PRY,PIG,KG_CAP,2018,20.64846017
PRY,PIG,KG_CAP,2019,20.79018747
PRY,PIG,KG_CAP,2020,20.922685
PRY,PIG,KG_CAP,2021,20.96792518
PRY,PIG,KG_CAP,2022,20.97349663
PRY,PIG,KG_CAP,2023,21.07328384
PRY,PIG,KG_CAP,2024,21.19741735
PRY,PIG,KG_CAP,2025,21.32249183
PRY,PIG,KG_CAP,2026,21.46184505
PRY,POULTRY,KG_CAP,1990,5.22101506
PRY,POULTRY,KG_CAP,1991,3.867326641
PRY,POULTRY,KG_CAP,1992,3.970456196
PRY,POULTRY,KG_CAP,1993,4.262533301
PRY,POULTRY,KG_CAP,1994,5.865127859
PRY,POULTRY,KG_CAP,1995,6.284592037
PRY,POULTRY,KG_CAP,1996,6.142866822
PRY,POULTRY,KG_CAP,1997,6.537693134
PRY,POULTRY,KG_CAP,1998,6.743546768
PRY,POULTRY,KG_CAP,1999,7.111877374
PRY,POULTRY,KG_CAP,2000,5.808361778
PRY,POULTRY,KG_CAP,2001,6.184998789
PRY,POULTRY,KG_CAP,2002,5.910746994
PRY,POULTRY,KG_CAP,2003,6.11988338
PRY,POULTRY,KG_CAP,2004,6.634243496
PRY,POULTRY,KG_CAP,2005,6.529214959
PRY,POULTRY,KG_CAP,2006,6.881077038
PRY,POULTRY,KG_CAP,2007,4.572455315
PRY,POULTRY,KG_CAP,2008,5.529896
PRY,POULTRY,KG_CAP,2009,5.313445988
PRY,POULTRY,KG_CAP,2010,5.101547856
PRY,POULTRY,KG_CAP,2011,5.592841163
PRY,POULTRY,KG_CAP,2012,5.793866277
PRY,POULTRY,KG_CAP,2013,5.852448393
PRY,POULTRY,KG_CAP,2014,5.909176927
PRY,POULTRY,KG_CAP,2015,5.964645917
PRY,POULTRY,KG_CAP,2016,6.018946
PRY,POULTRY,KG_CAP,2017,6.036024184
PRY,POULTRY,KG_CAP,2018,6.052332064
PRY,POULTRY,KG_CAP,2019,6.080938702
PRY,POULTRY,KG_CAP,2020,6.09411867
PRY,POULTRY,KG_CAP,2021,6.112445033
PRY,POULTRY,KG_CAP,2022,6.142993525
PRY,POULTRY,KG_CAP,2023,6.180157929
PRY,POULTRY,KG_CAP,2024,6.219809481
PRY,POULTRY,KG_CAP,2025,6.264113054
PRY,POULTRY,KG_CAP,2026,6.312205524
PRY,SHEEP,KG_CAP,1990,0.626521807
PRY,SHEEP,KG_CAP,1991,0.610630522
PRY,SHEEP,KG_CAP,1992,0.595568429
PRY,SHEEP,KG_CAP,1993,0.581254541
PRY,SHEEP,KG_CAP,1994,0.567593019
PRY,SHEEP,KG_CAP,1995,0.554522827
PRY,SHEEP,KG_CAP,1996,0.542017661
PRY,SHEEP,KG_CAP,1997,0.530083227
PRY,SHEEP,KG_CAP,1998,0.518734367
PRY,SHEEP,KG_CAP,1999,0.507991241
PRY,SHEEP,KG_CAP,2000,0.497859581
PRY,SHEEP,KG_CAP,2001,0.488289378
PRY,SHEEP,KG_CAP,2002,0.479249756
PRY,SHEEP,KG_CAP,2003,0.47076026
PRY,SHEEP,KG_CAP,2004,0.61713893
PRY,SHEEP,KG_CAP,2005,0.607368833
PRY,SHEEP,KG_CAP,2006,0.448765894
PRY,SHEEP,KG_CAP,2007,0.442495676
PRY,SHEEP,KG_CAP,2008,0.436570737
PRY,SHEEP,KG_CAP,2009,0.430819945
PRY,SHEEP,KG_CAP,2010,0.566838651
PRY,SHEEP,KG_CAP,2011,0.559284116
PRY,SHEEP,KG_CAP,2012,0.551796788
PRY,SHEEP,KG_CAP,2013,0.544413804
PRY,SHEEP,KG_CAP,2014,0.537197902
PRY,SHEEP,KG_CAP,2015,0.530190748
PRY,SHEEP,KG_CAP,2016,0.523386609
PRY,SHEEP,KG_CAP,2017,0.519878837
PRY,SHEEP,KG_CAP,2018,0.520461824
PRY,SHEEP,KG_CAP,2019,0.523324252
PRY,SHEEP,KG_CAP,2020,0.526282522
PRY,SHEEP,KG_CAP,2021,0.529273026
PRY,SHEEP,KG_CAP,2022,0.532642223
PRY,SHEEP,KG_CAP,2023,0.53626967
PRY,SHEEP,KG_CAP,2024,0.540082548
PRY,SHEEP,KG_CAP,2025,0.544207405
PRY,SHEEP,KG_CAP,2026,0.548913422
PER,BEEF,KG_CAP,1990,3.944717149
PER,BEEF,KG_CAP,1991,3.738254007
PER,BEEF,KG_CAP,1992,3.54047533
PER,BEEF,KG_CAP,1993,3.411803373
PER,BEEF,KG_CAP,1994,3.200764119
PER,BEEF,KG_CAP,1995,3.37787806
PER,BEEF,KG_CAP,1996,3.408196364
PER,BEEF,KG_CAP,1997,3.608914502
PER,BEEF,KG_CAP,1998,3.638926433
PER,BEEF,KG_CAP,1999,3.83392081
PER,BEEF,KG_CAP,2000,3.943680233
PER,BEEF,KG_CAP,2001,3.891649176
PER,BEEF,KG_CAP,2002,3.762951357
PER,BEEF,KG_CAP,2003,3.84590541
PER,BEEF,KG_CAP,2004,4.003932067
PER,BEEF,KG_CAP,2005,4.107146544
PER,BEEF,KG_CAP,2006,4.282653714
PER,BEEF,KG_CAP,2007,4.255504145
PER,BEEF,KG_CAP,2008,4.105851362
PER,BEEF,KG_CAP,2009,4.079090918
PER,BEEF,KG_CAP,2010,4.218067628
PER,BEEF,KG_CAP,2011,4.280929802
PER,BEEF,KG_CAP,2012,4.386783679
PER,BEEF,KG_CAP,2013,4.511628485
PER,BEEF,KG_CAP,2014,4.610444853
PER,BEEF,KG_CAP,2015,4.707319164
PER,BEEF,KG_CAP,2016,4.758574719
PER,BEEF,KG_CAP,2017,4.779385529
PER,BEEF,KG_CAP,2018,4.751382487
PER,BEEF,KG_CAP,2019,4.737202338
PER,BEEF,KG_CAP,2020,4.738927736
PER,BEEF,KG_CAP,2021,4.800198965
PER,BEEF,KG_CAP,2022,4.819355664
PER,BEEF,KG_CAP,2023,4.852013284
PER,BEEF,KG_CAP,2024,4.893163023
PER,BEEF,KG_CAP,2025,4.921858983
PER,BEEF,KG_CAP,2026,4.986992734
PER,PIG,KG_CAP,1990,2.358583494
PER,PIG,KG_CAP,1991,2.41528008
PER,PIG,KG_CAP,1992,2.504281556
PER,PIG,KG_CAP,1993,2.556911554
PER,PIG,KG_CAP,1994,2.575853029
PER,PIG,KG_CAP,1995,2.59580777
PER,PIG,KG_CAP,1996,2.648819119
PER,PIG,KG_CAP,1997,2.733269399
PER,PIG,KG_CAP,1998,2.228594422
PER,PIG,KG_CAP,1999,2.044496954
PER,PIG,KG_CAP,2000,2.167094735
PER,PIG,KG_CAP,2001,2.524621726
PER,PIG,KG_CAP,2002,2.726917996
PER,PIG,KG_CAP,2003,2.69287624
PER,PIG,KG_CAP,2004,2.831351961
PER,PIG,KG_CAP,2005,2.938022289
PER,PIG,KG_CAP,2006,3.069771835
PER,PIG,KG_CAP,2007,3.225559039
PER,PIG,KG_CAP,2008,3.18622445
PER,PIG,KG_CAP,2009,3.146727279
PER,PIG,KG_CAP,2010,3.213084929
PER,PIG,KG_CAP,2011,3.17138269
PER,PIG,KG_CAP,2012,3.284616713
PER,PIG,KG_CAP,2013,3.419546115
PER,PIG,KG_CAP,2014,3.349352584
PER,PIG,KG_CAP,2015,3.331137434
PER,PIG,KG_CAP,2016,3.264910988
PER,PIG,KG_CAP,2017,3.257593677
PER,PIG,KG_CAP,2018,3.225805247
PER,PIG,KG_CAP,2019,3.222986055
PER,PIG,KG_CAP,2020,3.244164641
PER,PIG,KG_CAP,2021,3.277740931
PER,PIG,KG_CAP,2022,3.247572077
PER,PIG,KG_CAP,2023,3.256214649
PER,PIG,KG_CAP,2024,3.279998851
PER,PIG,KG_CAP,2025,3.303113328
PER,PIG,KG_CAP,2026,3.343412903
PER,POULTRY,KG_CAP,1990,10.03909897
PER,POULTRY,KG_CAP,1991,11.68956067
PER,POULTRY,KG_CAP,1992,12.50117649
PER,POULTRY,KG_CAP,1993,11.61479662
PER,POULTRY,KG_CAP,1994,11.92242296
PER,POULTRY,KG_CAP,1995,13.06889374
PER,POULTRY,KG_CAP,1996,14.07793764
PER,POULTRY,KG_CAP,1997,15.66655563
PER,POULTRY,KG_CAP,1998,16.51763074
PER,POULTRY,KG_CAP,1999,17.38565722
PER,POULTRY,KG_CAP,2000,18.74444335
PER,POULTRY,KG_CAP,2001,19.36838001
PER,POULTRY,KG_CAP,2002,20.41090978
PER,POULTRY,KG_CAP,2003,19.11073461
PER,POULTRY,KG_CAP,2004,18.84341362
PER,POULTRY,KG_CAP,2005,21.13116031
PER,POULTRY,KG_CAP,2006,22.5746298
PER,POULTRY,KG_CAP,2007,24.22951164
PER,POULTRY,KG_CAP,2008,27.25223928
PER,POULTRY,KG_CAP,2009,29.70598823
PER,POULTRY,KG_CAP,2010,31.18714603
PER,POULTRY,KG_CAP,2011,32.58614195
PER,POULTRY,KG_CAP,2012,34.83961713
PER,POULTRY,KG_CAP,2013,35.44131186
PER,POULTRY,KG_CAP,2014,36.02604191
PER,POULTRY,KG_CAP,2015,38.47954547
PER,POULTRY,KG_CAP,2016,38.38583606
PER,POULTRY,KG_CAP,2017,38.24377918
PER,POULTRY,KG_CAP,2018,38.33422759
PER,POULTRY,KG_CAP,2019,38.49822807
PER,POULTRY,KG_CAP,2020,38.62152299
PER,POULTRY,KG_CAP,2021,38.99160336
PER,POULTRY,KG_CAP,2022,39.01407884
PER,POULTRY,KG_CAP,2023,39.20402054
PER,POULTRY,KG_CAP,2024,39.41120885
PER,POULTRY,KG_CAP,2025,39.61554038
PER,POULTRY,KG_CAP,2026,40.13985544
PER,SHEEP,KG_CAP,1990,1.451435996
PER,SHEEP,KG_CAP,1991,1.18475277
PER,SHEEP,KG_CAP,1992,1.122396651
PER,SHEEP,KG_CAP,1993,1.024834996
PER,SHEEP,KG_CAP,1994,0.968696866
PER,SHEEP,KG_CAP,1995,0.951796182
PER,SHEEP,KG_CAP,1996,0.972133801
PER,SHEEP,KG_CAP,1997,0.992451488
PER,SHEEP,KG_CAP,1998,1.012708861
PER,SHEEP,KG_CAP,1999,1.273800628
PER,SHEEP,KG_CAP,2000,1.290378346
PER,SHEEP,KG_CAP,2001,1.273353703
PER,SHEEP,KG_CAP,2002,1.25707386
PER,SHEEP,KG_CAP,2003,1.241381051
PER,SHEEP,KG_CAP,2004,1.290644769
PER,SHEEP,KG_CAP,2005,1.274881467
PER,SHEEP,KG_CAP,2006,1.290878413
PER,SHEEP,KG_CAP,2007,1.275237455
PER,SHEEP,KG_CAP,2008,1.228962312
PER,SHEEP,KG_CAP,2009,1.213727813
PER,SHEEP,KG_CAP,2010,1.198353354
PER,SHEEP,KG_CAP,2011,1.212370073
PER,SHEEP,KG_CAP,2012,1.254693079
PER,SHEEP,KG_CAP,2013,1.180417373
PER,SHEEP,KG_CAP,2014,1.221703314
PER,SHEEP,KG_CAP,2015,1.234037901
PER,SHEEP,KG_CAP,2016,1.246293379
PER,SHEEP,KG_CAP,2017,1.254116957
PER,SHEEP,KG_CAP,2018,1.250839701
PER,SHEEP,KG_CAP,2019,1.256212599
PER,SHEEP,KG_CAP,2020,1.257457721
PER,SHEEP,KG_CAP,2021,1.26321789
PER,SHEEP,KG_CAP,2022,1.265705431
PER,SHEEP,KG_CAP,2023,1.265351535
PER,SHEEP,KG_CAP,2024,1.269531915
PER,SHEEP,KG_CAP,2025,1.273069436
PER,SHEEP,KG_CAP,2026,1.282677562
PHL,BEEF,KG_CAP,1990,1.570688911
PHL,BEEF,KG_CAP,1991,1.543065542
PHL,BEEF,KG_CAP,1992,1.60266999
PHL,BEEF,KG_CAP,1993,1.680295312
PHL,BEEF,KG_CAP,1994,1.856678761
PHL,BEEF,KG_CAP,1995,2.11496382
PHL,BEEF,KG_CAP,1996,2.351709987
PHL,BEEF,KG_CAP,1997,2.692949046
PHL,BEEF,KG_CAP,1998,2.644119587
PHL,BEEF,KG_CAP,1999,3.174926522
PHL,BEEF,KG_CAP,2000,3.368310295
PHL,BEEF,KG_CAP,2001,3.148061656
PHL,BEEF,KG_CAP,2002,3.185952092
PHL,BEEF,KG_CAP,2003,3.180601393
PHL,BEEF,KG_CAP,2004,3.392585369
PHL,BEEF,KG_CAP,2005,3.063568643
PHL,BEEF,KG_CAP,2006,3.020792781
PHL,BEEF,KG_CAP,2007,3.375465391
PHL,BEEF,KG_CAP,2008,3.341191834
PHL,BEEF,KG_CAP,2009,3.078286914
PHL,BEEF,KG_CAP,2010,3.20511098
PHL,BEEF,KG_CAP,2011,3.511065412
PHL,BEEF,KG_CAP,2012,2.959882655
PHL,BEEF,KG_CAP,2013,2.884033564
PHL,BEEF,KG_CAP,2014,3.022029038
PHL,BEEF,KG_CAP,2015,2.975191511
PHL,BEEF,KG_CAP,2016,2.91637771
PHL,BEEF,KG_CAP,2017,2.946159475
PHL,BEEF,KG_CAP,2018,2.942256418
PHL,BEEF,KG_CAP,2019,2.92328492
PHL,BEEF,KG_CAP,2020,2.913470937
PHL,BEEF,KG_CAP,2021,2.917357961
PHL,BEEF,KG_CAP,2022,2.920289203
PHL,BEEF,KG_CAP,2023,2.917408532
PHL,BEEF,KG_CAP,2024,2.9089665
PHL,BEEF,KG_CAP,2025,2.905841394
PHL,BEEF,KG_CAP,2026,2.914547713
PHL,PIG,KG_CAP,1990,8.625067678
PHL,PIG,KG_CAP,1991,8.621642533
PHL,PIG,KG_CAP,1992,7.898412542
PHL,PIG,KG_CAP,1993,8.554203401
PHL,PIG,KG_CAP,1994,8.652679882
PHL,PIG,KG_CAP,1995,9.091623755
PHL,PIG,KG_CAP,1996,11.38815561
PHL,PIG,KG_CAP,1997,11.72521241
PHL,PIG,KG_CAP,1998,11.96283284
PHL,PIG,KG_CAP,1999,12.40266301
PHL,PIG,KG_CAP,2000,12.51086681
PHL,PIG,KG_CAP,2001,12.72816852
PHL,PIG,KG_CAP,2002,13.15441486
PHL,PIG,KG_CAP,2003,13.21751397
PHL,PIG,KG_CAP,2004,12.7977304
PHL,PIG,KG_CAP,2005,13.01186642
PHL,PIG,KG_CAP,2006,14.13196732
PHL,PIG,KG_CAP,2007,14.37860582
PHL,PIG,KG_CAP,2008,14.23566997
PHL,PIG,KG_CAP,2009,14.34169618
PHL,PIG,KG_CAP,2010,14.53714522
PHL,PIG,KG_CAP,2011,14.32044853
PHL,PIG,KG_CAP,2012,14.19993809
PHL,PIG,KG_CAP,2013,14.38942119
PHL,PIG,KG_CAP,2014,14.29573056
PHL,PIG,KG_CAP,2015,14.01994451
PHL,PIG,KG_CAP,2016,14.06668138
PHL,PIG,KG_CAP,2017,14.19856476
PHL,PIG,KG_CAP,2018,14.03445102
PHL,PIG,KG_CAP,2019,14.08702465
PHL,PIG,KG_CAP,2020,14.12926747
PHL,PIG,KG_CAP,2021,14.16290782
PHL,PIG,KG_CAP,2022,14.19932105
PHL,PIG,KG_CAP,2023,14.25026467
PHL,PIG,KG_CAP,2024,14.30083694
PHL,PIG,KG_CAP,2025,14.34925468
PHL,PIG,KG_CAP,2026,14.40603166
PHL,POULTRY,KG_CAP,1990,3.437758587
PHL,POULTRY,KG_CAP,1991,3.97670034
PHL,POULTRY,KG_CAP,1992,4.151268691
PHL,POULTRY,KG_CAP,1993,4.818846912
PHL,POULTRY,KG_CAP,1994,4.913238002
PHL,POULTRY,KG_CAP,1995,5.292421313
PHL,POULTRY,KG_CAP,1996,5.863596901
PHL,POULTRY,KG_CAP,1997,6.252789468
PHL,POULTRY,KG_CAP,1998,6.105853457
PHL,POULTRY,KG_CAP,1999,6.321538258
PHL,POULTRY,KG_CAP,2000,6.515402802
PHL,POULTRY,KG_CAP,2001,6.92020832
PHL,POULTRY,KG_CAP,2002,7.241829017
PHL,POULTRY,KG_CAP,2003,7.201488989
PHL,POULTRY,KG_CAP,2004,7.333658407
PHL,POULTRY,KG_CAP,2005,7.19189862
PHL,POULTRY,KG_CAP,2006,7.233462986
PHL,POULTRY,KG_CAP,2007,8.081333991
PHL,POULTRY,KG_CAP,2008,8.673587818
PHL,POULTRY,KG_CAP,2009,8.824786222
PHL,POULTRY,KG_CAP,2010,9.439492513
PHL,POULTRY,KG_CAP,2011,9.740402321
PHL,POULTRY,KG_CAP,2012,9.944039263
PHL,POULTRY,KG_CAP,2013,10.58831825
